"","day","mo","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS"
"268",2,2,45,44.2,1021.3,3.9,13.6,26,39,52,34,1.67,1,-0.558822055751485
"269",7,2,35.9,24.8,1023.7,10,13.1,22,28.9,52,30,0.1,0,0.0492776003176634
"270",6,2,44.8,44.6,1003.8,2.9,8.8,18.1,26,52,37.9,0.14,1,-0.170037029740062
"271",2,2,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,0,1.1657884442479
"272",3,2,43.2,32.2,1021.5,10,6.5,14,18.2,52,34,0.07,0,1.11594421014387
"273",1,2,46.8,38.5,1010.7,8.4,11.2,14,18.2,54,39,0,0,-1.17689055864144
"274",5,2,51.6,49.4,1015.2,3.1,13,21,28,54,35.1,0.75,1,0.0991218344216919
"275",6,2,47.5,44.3,1015,6.9,10,15.9,20.67,54,39.9,0,1,0.577626481820366
"276",2,2,47.8,40.9,1006.4,7.2,17,21,27,54,39.9,0,0,0.168903762167332
"277",2,2,41.8,31.7,1017.1,10,9.2,15.9,22.9,54,32,0.07,0,0.158934915346526
"278",6,2,40.8,38.4,1012.4,3.5,17.9,31.1,44.1,54,32,1.44,1,0.0791841407800805
"279",2,2,28.9,18.8,1015.7,9,9,19,26,37,23,0,0,0.786972265057286
"280",1,2,35.4,28,1019.9,8.1,10.4,21,31.1,37,28.9,0,0,-1.08717093725419
"281",7,2,21.9,10.6,1031.6,10,8.5,15.9,20.67,37,3.9,0,0,-0.818012073092434
"282",3,2,25.9,12.6,1028.5,10,15.1,24.1,29.9,37,19.9,0.11,0,-0.718323604884377
"283",4,2,32.6,23.3,1014,9.9,23.9,29.9,40,37,30.9,0.01,0,0.109090681242498
"284",1,2,30.3,18.2,1018.7,10,4.9,9.9,12.87,37,21.9,0,0,-1.48592481008642
"285",5,2,30.4,24.5,1018.1,8.6,11.5,17.1,24.1,37,24.1,0.56,0,-0.299632038410537
"286",1,2,30.9,25.6,998.1,4.2,23.6,34,49.9,39,23,0.01,1,-1.51583135054883
"287",7,2,35.2,28.8,1006.5,7.3,11.8,27,35.9,39,28,0.02,0,-0.827980919913239
"288",6,2,31.8,17.3,1004,10,14,19,27,39,26.1,0,0,0.806909958698897
"289",1,2,29.8,22.4,1004.2,7.5,20.2,34,45.1,39,25,0.63,1,-1.34636095459514
"290",7,2,35.6,25.1,1024.8,10,4.8,8,10.4,41,30.9,0,0,-0.917700541300491
"291",1,2,36,34,1021.6,2.6,7.7,22,28,41,33.1,0.82,1,-0.798074379450822
"292",7,2,36.3,29.8,1022.9,9.7,7,15,19.5,41,30.9,0,0,-0.778136685809211
"293",7,2,32,24.7,1017.1,8.4,10,18.1,22.9,41,16,0.01,0,-0.877825154017268
"294",3,2,32.5,26.2,1027.2,10,7.8,14,18.2,41,27,0.61,0,0.138997221704915
"295",2,2,29.4,19.6,1020.2,6,8.9,18.1,25.1,41,21,0.25,1,-0.249787804306508
"296",1,2,35.6,32.1,1015.8,7.9,15.2,21,29.9,41,23,0.3,0,-1.59558212511528
"297",4,2,36.1,25.2,1010.6,10,7.7,15,19.5,41,26.1,0,0,-0.289663191589731
"298",7,2,34.8,27.7,1030.2,10,4.9,8.9,11.57,43,30,0,0,-1.59558212511528
"299",2,2,37.5,30.4,1015.7,8.3,13.4,17.1,24.1,43,33.8,0.75,0,-1.08717093725419
"300",5,2,39.1,37.9,1019.5,4.5,11.8,21,26,43,33.1,0.33,0,-0.110223948815228
"301",5,2,36.6,29.3,1010.5,8.4,8.9,15.9,21,43,28,0.11,0,0.318436464479418
"302",7,2,19.8,8.6,1026.5,10,16.5,22.9,28,43,12.9,0.08,0,-1.20679709910386
"303",3,2,36.5,26.3,1028.2,10,9.9,15.9,22.9,45,28.9,0.04,0,0.238685689912972
"304",6,2,40.6,39.4,1012.4,3,9.8,15.9,22.9,45,36,0.02,1,0.617501869103589
"305",4,2,38.7,31.3,1011.6,9.7,10.5,21,27,45,21.9,0,0,-0.249787804306508
"306",1,2,39.3,37.2,1016.5,5.5,8.7,15,20,45,30.9,0.1,1,-1.814896755173
"307",3,2,35,26.7,1025.2,10,5,11.1,15.9,45,27,0.02,0,-0.618635136676319
"308",3,2,41.4,36.6,1006.1,6.5,11.9,18.1,27,45,36,0.36,1,-1.00742016268774
"309",1,2,39.4,34.8,1021,8.3,12.4,21,29.9,45,33.1,0.55,0,-1.26661018002869
"310",2,2,36.5,33.6,1018.2,5.3,9.1,15,18.1,45,32,0.06,1,3.5981870685245
"311",7,2,32.3,23.3,1026.1,9.9,12.1,28,35,45,28,1.05,0,-0.459133587543428
"312",7,2,31.5,10.3,1024.7,10,16.4,22.9,33,45,25,0,0,-0.588728596213902
"313",5,2,37.7,24.2,1016,10,9.9,20,27,45,30,0,0,-0.130161642456839
"314",6,2,40.2,23.9,1001.8,9.5,20.8,29.9,36.9,57,35.1,0.04,0,-1.22673479274547
"315",1,2,47.8,36.9,1005.4,9.5,13.9,17.1,24.1,57,41,0,0,-1.60555097193608
"316",2,2,41.9,29.5,1016.8,10,11.7,19,25.1,59,36,0,0,-1.70523944014414
"317",6,2,38.6,33.2,1017,9.8,6,11.1,14.43,46.9,28,0,0,0.0492776003176634
"318",4,2,38.7,28.9,1004.5,8.5,16.9,27,35.9,46.9,30.9,0.65,0,-0.887794000838074
"319",4,2,40.6,35.2,1018,9.7,7.8,12,15.6,46.9,32,0,0,-1.21676594592466
"320",2,2,38.7,25.2,999.2,8.4,24.3,31.1,42.9,46.9,33.1,0.63,0,1.00628689511501
"321",1,2,42.6,40.7,1004.7,4.3,17.1,24.1,38.1,46.9,37.9,1.07,0,-1.72517713378575
"322",2,2,42.1,40.1,1016.7,6.5,10.7,15,19.5,46.9,39,0.72,1,-0.419258200260205
"323",1,2,40.5,37.9,1018.9,5.7,14.1,28,34,46.9,30,0.01,1,-1.9743983043059
"324",2,2,37.5,25.8,1008.3,9.7,10.3,18.1,28.9,46.9,30.9,0.09,0,-0.299632038410537
"325",5,2,35.5,19.5,1012.2,10,15.9,22,33,46.9,32,0.03,0,0.647408409566006
"326",2,2,42.5,38.1,1008.3,5.1,14.1,20,29.9,46.9,33.1,1.28,1,1.06609997603985
"327",3,2,38.1,32.2,1017.1,8.4,9.2,22,29.9,46.9,25,0,0,0.268592230375389
"328",2,2,38.1,35.4,1033.5,9.6,8.3,14,18.2,46.9,26.1,0.01,0,-1.6354575123985
"329",7,2,37,26.6,1008.7,9.8,10.4,17.1,22.23,46.9,24.1,0,0,-0.289663191589731
"330",5,2,41.4,38.9,1002.1,7.2,7.8,14,18.2,46.9,39,0.32,1,-0.818012073092434
"331",4,2,41.1,37,1003.4,4.4,17.9,27,34,46.9,24.1,0.3,1,0.398187239045863
"332",4,2,44.1,41,1014.7,5.9,18,29.9,40,46.9,39,0.24,1,-0.489040128005845
"333",1,2,42,36.9,1015.4,9.5,9.1,13,16.9,46.9,34,0,0,-1.84480329563542
"334",3,2,40.3,29.3,1024.2,10,8.9,15.9,20.67,46.9,28,0,0,0.318436464479418
"335",3,2,30,20.2,1026.9,10,4.8,11.1,14.43,46.9,19.9,0.12,0,-0.538884362109874
"336",3,2,44.2,39.9,1029.7,9,7.9,13,16.9,48.9,30,0,0,-0.0803174083528109
"337",7,2,42.3,41.5,1020.5,5,11.4,21,27,48.9,35.1,0.09,1,-0.588728596213902
"338",2,2,39.7,36.7,1019.4,7.5,7.3,9.9,12.87,48.9,28,0,0,0.517813400895532
"339",6,2,37.5,32.5,1036.3,9.7,10.6,15,19.5,48.9,34,0.03,0,-0.508977821647457
"340",1,2,42.8,31.7,1013.4,10,16.6,21,27,48.9,25,0,0,-0.897762847658879
"341",4,2,45.9,45.9,1026.2,0.2,13.3,18.1,23.53,48.9,44.1,0.02,1,0.0193710598552462
"342",5,2,37,32,1022.3,6.3,13.4,25.1,36.9,48.9,18,0,1,-1.51583135054883
"343",5,2,43.1,38.6,1033.5,8.3,13.8,18.1,22.9,48.9,35.1,0.03,1,-0.489040128005845
"344",7,2,42.8,36.4,1018.4,8.8,12.5,15.9,21,48.9,32,0.03,0,-0.439195893901817
"345",5,2,44,41.7,1012.7,5.2,8.2,14,18.2,48.9,37,0,1,-0.180005876560868
"346",6,2,39.8,36,1015,8.2,14.2,25.1,32.1,48.9,30,0,0,0.168903762167332
"347",1,2,42.5,41.5,1021.5,6.4,12.3,22.9,31.1,48.9,39,0.21,1,-1.50586250372803
"348",5,2,34.6,28.2,1020.8,8.4,14.5,22,34,48.9,21.9,0.62,0,0.168903762167332
"349",7,2,41.1,32.4,1007.1,7.9,10.6,20,26,48.9,30,0.05,0,-0.638572830317931
"350",4,2,36.4,32.6,1030.4,8.4,9.5,19,33,48.9,19.9,0,1,0.537751094537143
"351",4,2,32.3,29.1,1018.9,6.3,9.2,22.9,31.1,37.4,24.1,0.1,0,-1.30648556731191
"352",2,2,32.8,30.3,1013.3,6.3,8,17.1,25.1,37.4,24.1,0.17,0,-1.92455407020187
"353",7,2,29.2,25.8,997.4,1.2,35.3,49,63.9,37.4,23,1.64,1,-1.95446061066428
"354",1,2,34.5,29.9,1015.9,7.6,6,9.9,12.87,37.9,21.9,0,0,-2.04418023205154
"355",3,2,36.4,32.9,1013.9,7.4,21.1,27,34,37.9,35.1,0.07,0,-0.279694344768925
"356",2,2,37.1,34.3,1014.1,6.3,14.9,20,28,37.9,30.9,0.04,0,-0.518946668468262
"357",4,2,33.5,28,1002.2,9.1,4.2,8.9,11.57,37.9,28,0,0,-0.618635136676319
"358",6,2,34.3,28.5,1026,7.3,16.3,36.9,51.1,37.9,26.1,0,0,1.03619343557743
"359",5,2,31.5,21.3,1005.7,9.5,11.2,21,31.1,37.9,23,0.01,0,0.228716843092166
"360",6,2,16.8,5,1018.5,9.8,15.8,26,38.1,39.9,10.9,0.01,0,0.527782247716338
"361",6,2,34.7,21.7,1031.3,10,10.7,18.1,24.1,39.9,32,0,0,-0.668479370780348
"362",5,2,34.1,28.9,1012.6,7.2,12.9,28.9,40,39.9,15.1,0,1,-0.299632038410537
"363",6,2,33.1,15.5,1007,10,18.2,27,38.1,39.9,30,0.23,0,-0.249787804306508
"364",4,2,28.1,18.4,1024.9,10,7.6,12,15.6,39.9,14,0,0,-0.140130489277645
"365",6,2,35.4,25.4,1022.3,9.8,14.2,21,28.9,39.9,30.9,0,1,-0.678448217601154
"366",7,2,49.8,46.6,1010.5,6.5,10.1,15.9,20.67,57.9,44.1,0,1,-0.259756651127314
"367",1,2,43,31.2,1008.4,7.3,14.3,22.9,29.9,57.9,37.9,0,1,-1.36629864823675
"368",6,2,17.6,-1.7,1027.8,9.8,10.9,18.1,24.1,21.9,8.1,0,0,0.517813400895532
"369",3,2,21.7,11.8,1014.9,6.5,7.7,15.9,22,28.9,17.1,0,0,0.208779149450555
"370",5,2,26,18.6,1020,7.4,8,18.1,22,30.9,17.1,0.04,0,0.996318048294206
"371",4,2,25.8,12.6,1012.3,8.9,8,17.1,21,30.9,21,0,0,-0.877825154017268
"372",6,2,24.2,12.2,1023.7,10,9.3,15.9,20.67,30.9,19.9,0,0,1.03619343557743
"373",2,2,29,16.9,1008.3,8.8,15.5,20,28,30.9,26.6,0,0,-0.459133587543428
"374",4,2,29.9,21.8,1009.4,7.9,12.4,20,27,33.8,23,0.02,0,0.288529924017
"375",7,2,41.4,36.5,1015.1,7.1,11,22,28.9,51.8,33.8,0.44,1,-0.120192795636034
"376",4,2,34.8,30.4,1014.9,9,6.1,13,17.1,39.2,32,0.02,0,-0.329538578872954
"377",5,2,51,47.1,995.4,4.2,20.9,29.9,38.1,57.2,45,0.18,1,0.6374395627452
"378",3,2,29.2,6.8,1019.3,10,20.2,26,42,42.1,26.1,0,0,0.70722149049084
"379",3,2,33.1,27.8,1003.6,8.1,11.5,21,28,42.1,30.9,0.06,0,-0.279694344768925
"380",6,2,28.3,17.3,1032.6,10,6.2,11.1,19,42.1,19.9,0.08,0,-0.160068182919257
"381",3,2,28.2,18.5,1023.6,9,12.7,26,32.1,42.1,9,0,0,-0.808043226271628
"382",3,2,27,8.7,1014.2,10,15.5,21,31.1,42.1,21.9,0.04,0,-0.857887460375656
"383",7,2,30.7,11.4,1016.4,10,11.6,21,27,42.1,25,0,0,-2.10399331297637
"384",5,2,36.1,28.8,993.5,9.2,14.4,20,31.1,44.1,21.9,0.63,1,0.527782247716338
"385",6,2,34.2,30.8,1011.1,6.4,11.9,22,28,44.1,23,0.07,0,0.178872608988138
"386",4,2,36.6,32.7,1002.8,7.5,8.7,19,25.1,44.1,21.9,0,0,0.0393087534968576
"387",5,2,36,23.1,1023.3,10,12.5,18.1,25.1,44.1,32,0,0,-0.0703485615320052
"388",7,2,39.2,35.8,1012.3,9.2,8.6,17.1,21,44.1,34,0,1,-1.49589365690722
"389",2,2,36.4,31.4,1009,3.8,25.8,38.1,49.9,44.1,32,0.15,1,-0.977513622225325
"390",1,2,38.7,30.1,1022.3,10,6.7,12,15.6,44.1,28,0,0,-1.75508367424817
"391",5,2,40.8,40.8,1013.7,2.2,9.7,15,19.5,44.1,30.9,0.35,1,0.458000319970698
"392",1,2,36.1,23.7,1018.7,9.5,11.5,17.1,22,44.1,24.1,0,0,-1.69527059332334
"393",5,2,38.3,34.7,1017.2,9.4,11.9,18.1,25.1,44.1,19.9,0,0,-0.0504108678903938
"394",2,2,37.5,21,1014.7,10,14.4,19,28,44.1,30.9,0.02,0,-0.309600885231342
"395",6,2,30.9,14,1020.2,10,9,14,19,44.1,26.1,0,0,0.0991218344216919
"396",4,2,36.9,34,1030.5,8.5,8.7,14,18.2,44.1,28,0,0,0.717190337311646
"397",4,2,35,29.4,1015.6,8.9,12.3,21,31.1,44.6,25,0.11,0,-0.469102434364234
"398",2,2,35.9,30.3,996.6,6.5,19.7,31.1,42.9,44.6,28.9,0.13,1,0.42809377950828
"399",7,2,20.6,8.9,1016.8,8.6,8.4,21,27.3,33.1,8.1,0,1,-1.6254886655777
"400",7,2,28.4,10.8,1021.4,10,14.1,20,25.1,33.1,24.1,0,0,-0.578759749393096
"401",3,2,30.1,19.1,1009.9,10,15.1,28,40,33.1,26.6,0,0,0.886660733265343
"402",7,2,27.4,16,1019.2,9.5,10.3,15.9,20.67,33.1,10.9,0,0,-1.49589365690722
"403",5,2,28,19.6,1014.9,7.5,12,25.1,31.1,33.1,25,0,1,-0.598697443034708
"404",4,2,21.6,-0.8,1027.6,10,10.9,20,32.1,33.1,17.1,0,0,-0.698385911242765
"405",3,2,14.3,0.2,1024.1,10,11.9,20,26,33.1,8.1,0,0,-0.189974723381674
"406",5,2,31,23.6,1009.5,8.9,9.5,14,18.2,35.1,27,0,0,-0.728292451705182
"407",5,2,29.4,13.4,1028.7,10,10.2,14,19,35.1,25,0,0,-0.728292451705182
"408",7,2,27.6,10.4,1020.9,10,12.5,19,26,35.1,21.9,0,0,-0.648541677138737
"409",6,2,21.8,11,1010.9,8.1,16.2,24.1,33,35.1,14,0.04,0,1.57451116390094
"410",3,2,29.4,19.8,1028.5,8.2,11.2,18.1,24.1,35.1,24.1,0,1,0.876691886444537
"411",5,2,38.1,33.3,1000.6,7,17.8,40,53,51.1,24.1,0.01,1,-0.917700541300491
"412",4,2,42.6,37.8,1025.6,9.5,11.9,21,27.3,51.1,30.9,0,0,-0.199943570202479
"413",2,2,18.6,7,1034.4,9.3,6,18.1,23.53,35.6,8.1,0,0,-3.07097145459452
"414",4,2,46.9,43.7,1020,6,12.7,17.1,22.9,53.6,41,0.03,0,0.607533022282783
"415",2,3,21.9,6.4,1028.8,10,10.9,15.9,25.1,27,15.1,0,0,1.92342080262914
"416",5,3,22.1,1.6,1022.9,10,12.5,19,24.1,28,15.1,0,0,-0.429227047081011
"417",3,3,24.8,12.2,1025.5,10,8.3,12,15.6,30,21,0,0,-0.668479370780348
"418",4,3,25.4,6,1014.7,10,13.5,18.1,27,30,21.9,0,0,-0.100255101994422
"419",4,3,30.8,22.2,1001.4,4.7,28,44.1,71.1,34,26.6,0,1,-0.359445119335371
"420",5,3,28.4,8.6,1022.3,10,18.2,24.1,35,34,23,0,0,-0.608666289855514
"421",4,3,29.5,18.3,1024.3,9.5,7.1,21,26,36,25,0,0,-1.07720209043338
"422",3,3,27,10.3,1026.1,10,10.8,15.9,21,36,23,0.12,0,0.318436464479418
"423",5,3,28.5,11.1,1008,9.8,19.1,25.1,33,36,23,0,0,2.39195660320701
"424",2,3,33.4,27.2,1016.1,6.8,10.9,20,28,36,30.2,0.36,0,0.507844554074726
"425",5,3,29.9,11.8,1019.2,10,12.2,19,28.9,36,25,0.14,0,0.258623383554583
"426",2,3,27.4,8,1017.9,10,13.4,24.1,31.1,36,21.9,0,0,-0.518946668468262
"427",2,3,28.9,11.2,1031.6,10,9.9,15.9,17.1,36,12,0,0,0.188841455808943
"428",2,3,43.8,33.8,1022.8,9.5,12.3,20,28.9,46,41,0,0,0.408156085866669
"429",5,3,40,25.9,1020.7,10,12.8,18.1,24.1,46,34,0.15,0,0.398187239045863
"430",5,3,39,33.6,1026.2,10,7.2,11.1,14.43,46,28,0,0,0.119059528063303
"431",2,3,36.7,30.7,1016.1,10,9,20,27,46,27,0,0,0.796941111878092
"432",3,3,35,33.4,995.9,3.4,31,44.1,58.1,46,27,1.54,1,-0.209912417023285
"433",5,3,26.4,1.5,1028.6,10,17.1,25.1,35,46,19.9,0,0,1.03619343557743
"434",1,3,35.8,32.8,1024.2,9.3,16.6,26,35.9,46,26.1,0,0,-1.07720209043338
"435",5,3,39.6,36.3,999.1,8.2,15.8,27,39,46,34,0.79,0,0.338374158121029
"436",2,3,36.8,26.1,1023.5,9.9,9,18.1,23.53,46,23,0,0,-0.279694344768925
"437",7,3,39.3,30.2,999.3,9,21.7,28,38.1,46,32,0,0,-0.688417064421959
"438",7,3,38.7,33.3,1025.1,5.8,10.8,21,28,46,26.1,0,1,-0.917700541300491
"439",3,3,39.4,31.2,1008,9.8,13.6,20,26,46,33.1,0,0,0.288529924017
"440",1,3,38.5,33.8,1002.5,7,12.3,21,28.9,46,30.9,1.16,0,-1.39620518869916
"441",1,3,39.1,23.6,1016.9,10,15.5,22,28,46,32,0,0,-1.32642326095352
"442",5,3,41.7,37.6,1009.6,6.3,14.9,22.9,28,46,37,0.4,1,0.278561077196195
"443",7,3,36.3,30.8,1015.4,10,6.8,15,19.5,46,26.1,0,0,-0.489040128005845
"444",6,3,42.3,39.4,997.6,6.9,15,25.1,33,48,36,0.75,0,1.18572613788951
"445",7,3,40.3,33.2,1009,8.9,11,15.9,21,48,35.6,0,1,-0.837949766734045
"446",7,3,42.9,36.8,1021.3,8.2,13.1,18.1,22.9,48,37.4,0,0,-0.279694344768925
"447",4,3,41.9,37.1,1013.6,8.3,14.4,20,28,48,37,0.43,0,0.727159184132452
"448",4,3,40.4,32.9,1018.5,10,10.1,14,18.2,48,30.9,0,0,0.298498770837806
"449",4,3,42.1,38.5,1012.8,5,12.3,19,25.1,48,28,0.55,1,-0.339507425693759
"450",2,3,42.5,32.5,1016.8,9.8,11,17.1,22.23,48,32,0,0,-0.728292451705182
"451",5,3,38.1,21.9,1020.9,10,14.1,22.9,31.1,48,33.1,0.25,0,-0.130161642456839
"452",3,3,36.9,20.9,1021.3,10,10.8,18.1,25.1,48,28.9,0,0,0.109090681242498
"453",6,3,41.2,35.6,1023.4,8.9,13.7,20,27,48,34,0,0,-0.688417064421959
"454",5,3,40.7,32.6,1023,10,12.7,21,26,48,24.1,0,0,0.248654536733778
"455",3,3,40.7,38.5,1015.5,5,8.7,12,17.1,48,37,0.01,1,-0.0703485615320052
"456",4,3,41.7,30.3,1008.3,10,9.4,15.9,22.9,50,34,0.01,0,-1.57564443147367
"457",4,3,46.3,41.1,1007.6,7.1,13.1,19,26,50,41,0.54,0,0.368280698583446
"458",3,3,39.9,26.4,1011.2,10,7.9,11.1,14.43,50,34,0,0,0.368280698583446
"459",3,3,46,43.9,1018.9,7.5,13.1,17.1,26,50,41,0,0,-0.518946668468262
"460",4,3,38.6,20.9,1011.4,10,14.8,24.1,36.9,50,27,0,0,0.178872608988138
"461",1,3,37,30,1031.4,9.5,9.8,17.1,26,50,28,0,0,-1.42611172916158
"462",5,3,42.5,34.5,1011.7,9.9,12.5,21,25.1,50,37.9,0.02,0,-0.499008974826651
"463",7,3,38.1,27.9,1013.6,9.7,11.2,22,31.1,50,23,0,0,-1.05726439679177
"464",1,3,36.3,17.7,1018.6,10,13.2,19,25.1,50,30.9,0,0,-1.79495906153139
"465",5,3,45.9,34.3,1012,9.1,17.7,22.9,31.1,52,41,0.09,0,0.657377256386812
"466",4,3,45.7,38.8,1008.2,6.8,18.2,25.1,31.1,52,37,0.15,0,0.537751094537143
"467",4,3,47.4,45.8,1007,2,11.5,24.1,29.9,52,41,0.03,1,-0.279694344768925
"468",5,3,47.8,36.9,999.2,6.9,21.6,28,41,52,37.9,0,0,0.537751094537143
"469",6,3,35.5,26.4,1012.1,5.8,12.1,22,28.9,52,30,0,1,0.129028374884109
"470",7,3,44.5,35.1,1017.4,10,7,13,17.1,52,37.9,0.02,0,-0.857887460375656
"471",6,3,45.2,34.3,1016.4,10,8.9,14,20,54,39,0.02,0,-0.788105532630016
"472",7,3,46.1,42.4,1020.5,9.4,7.7,15.9,20.67,54,36,0,0,-0.827980919913239
"473",6,3,47,37,1006.7,9.9,12.3,20,29.9,54,39,0,0,0.448031473149892
"474",7,3,40,21.4,1016,10,10,15,20,54,35.1,0,0,-0.588728596213902
"475",3,3,43.2,29,1016.6,9.3,12.1,17.1,22.9,54,39,0,0,0.627470715924395
"476",3,3,48.3,45.7,1010.6,3.4,17.3,25.1,35,54,41,0.57,1,0.0891529876008862
"477",5,3,45.1,38.1,1020.2,9.6,11.3,15.9,24.1,54,42.1,0,0,0.35831185176264
"478",6,3,22.7,12.6,1028.3,8.3,11.7,19,26,37,16,0.01,0,3.38884128528758
"479",2,3,30.5,6.6,1011.7,10,12.2,20,26,37,21,0,0,0.866723039623732
"480",7,3,22.9,0.1,1026.4,9.9,17.8,25.1,33,37,18,0,0,-0.628603983497125
"481",7,3,35.1,32.5,1016.8,6,16.1,28,35.9,37,33.1,0.35,0,0.42809377950828
"482",3,3,27.7,14.7,1023.7,10,8.7,15,20,37,18,0,0,-0.479071281185039
"483",2,3,32.1,15.5,1027.6,10,9,15.9,20,37,26.1,0,0,0.238685689912972
"484",3,3,32.5,17.5,1013.5,10,9.1,12,15.6,37,26.1,0,0,-0.0205043274279766
"485",7,3,34.8,22.6,1017.4,9.1,20.8,32.1,42,39,30,0.37,0,0.0193710598552462
"486",1,3,33.8,28,1016.9,9.2,8,17.1,27,39,14,0,0,-1.34636095459514
"487",4,3,36.8,32.7,1005.4,8.6,21,28,36.9,39,27,0,0,-1.21676594592466
"488",2,3,28.5,12.1,1018.8,10,14.2,19,25.1,39,24.1,0,0,-0.798074379450822
"489",4,3,34.8,29,999.1,9.7,22.8,31.1,40,39,32,0.99,0,0.527782247716338
"490",6,3,34.3,27.6,1003.8,6.8,13.6,19,26,39,30,0.23,0,0.0492776003176634
"491",6,3,33,13.4,1018.6,10,10.9,17.1,22,39,23,0,0,1.56454231708013
"492",6,3,31.2,13.7,1009.1,10,18.5,24.1,36.9,39,25,0,0,0.0791841407800805
"493",7,3,37.4,34.5,1005.4,7.8,12.7,20,28,39,33.8,0.24,0,-1.39620518869916
"494",6,3,33.9,26.2,1021.7,6.9,8.5,24.1,33,39,25,0,0,0.856754192802926
"495",1,3,33.2,18.7,1024.3,10,3.1,8,10.4,41,23,0,0,-0.987482469046131
"496",3,3,28.2,11.9,1014.9,10,12.4,17.1,25.1,41,21.9,1.1,0,0.398187239045863
"497",2,3,34.5,15.3,1023.1,10,10.8,15,21,41,27,0,0,-0.239818957485702
"498",1,3,35.3,16.8,1016.5,10,10.7,17.1,24.1,41,33.1,0,0,-1.86474098927703
"499",1,3,35.1,18.8,1011.9,9.4,15.7,25.1,33,41,21,0.13,0,-1.66536405286092
"500",7,3,37.1,22,1008.1,10,10.2,19,25.1,41,34,0,0,-0.778136685809211
"501",6,3,37.4,35.2,1008.1,3.3,28.4,35,45.1,41,36,1.58,0,2.51158276505667
"502",5,3,38.3,35.2,1008.2,4.1,31.6,39,55,41,33.8,0.8,0,-0.638572830317931
"503",5,3,32.7,30.2,1014.8,1.6,10,15.9,25.1,41,24.1,0.31,1,2.30223698181975
"504",7,3,34.2,31,1016.6,7,8.5,13,16.9,41,21.9,0.02,0,-0.917700541300491
"505",6,3,31.1,11.6,1034.5,10,12.3,20,26,41,26.1,0,0,0.0991218344216919
"506",3,3,37.7,30.1,1014.9,10,17.5,27,38.1,41,33.1,0.08,0,0.767034571415675
"507",4,3,36.1,33.8,1009.2,3.1,14.8,20,28,41,23,0.31,1,-0.249787804306508
"508",1,3,36,32.2,1019.7,5.6,19.4,28.9,38.1,43,21.9,0.16,1,-0.489040128005845
"509",2,3,32.9,18.5,1011.1,9,17.1,27,39,43,28,0.01,0,-0.698385911242765
"510",2,3,37.4,32,1008.7,7.3,16,22,31.1,43,34,0.35,0,0.178872608988138
"511",1,3,37.2,22.6,1019.8,10,11.3,19,22.9,43,32,0,0,-1.19682825228305
"512",6,3,35.3,21.9,1030.6,9.9,9.6,17.1,22,43,19.9,0,0,0.547719941357949
"513",3,3,35.2,22.6,1027.5,10,8.2,15.9,21,43,25,0,0,-0.339507425693759
"514",1,3,36.3,24.8,1014.2,10,11.4,15.9,22,43,30.9,0,0,-1.33639210777433
"515",7,3,34.7,23.9,1024,10,7.5,13,19,43,21.9,0,0,-0.947607081762908
"516",6,3,39.3,34.2,1000.8,9.4,10.6,20,24.1,43,37,0.08,0,0.0393087534968576
"517",1,3,38.9,25.3,1013.9,10,9.5,15,21,43,33.1,0,0,-1.71520828696495
"518",1,3,39,31.7,1026.9,10,11.9,19,25.1,43,36,0,0,-1.83483444881462
"519",2,3,37,26.4,1002.1,10,11.5,17.1,25.1,43,32,0,0,-0.0205043274279766
"520",3,3,38.5,29.8,1009.5,9.9,14.9,21,27,43,35.1,0,0,-0.718323604884377
"521",4,3,39.1,34.2,1014.7,9.4,13.5,26,39,43,32,0.02,0,-1.23670363956627
"522",4,3,34.4,16.2,1030.9,10,10.7,18.1,25.1,43,28,0,0,-0.369413966156177
"523",1,3,39.6,33.6,1013.5,9.9,23.4,29.9,40,43,36,0.11,0,-1.41614288234078
"524",4,3,38.1,35.9,1012.1,8.9,12.3,24.1,36.9,43,32,0,0,-0.818012073092434
"525",2,3,37.8,34.5,1011,8.2,24.2,33,44.1,43,33.1,0.38,0,0.168903762167332
"526",7,3,38.1,25.9,1007.9,10,17.5,24.1,31.1,43,30,0,0,-0.319569732052148
"527",3,3,36.7,27.5,1030.1,9.2,10.7,18.1,25.1,45,24.1,0,0,0.378249545404252
"528",6,3,37.6,30.7,1020.9,9.2,6.2,15.9,21,45,30.9,0,0,1.53463577661771
"529",7,3,41.3,34.3,1011.5,8.8,12,15.9,18.1,45,36,0,0,-0.798074379450822
"530",5,3,36.3,27.9,1031.6,10,9.1,14,18.2,45,26.1,0,0,0.448031473149892
"531",2,3,36.4,25,1036,10,19.4,22.9,34,45,32,0.01,0,1.10597536332307
"532",1,3,39.1,23.3,1008.5,10,10.4,15,22,45,34,0,0,-1.47595596326561
"533",3,3,40.8,23.9,1015.9,10,16,22,28,45,35.1,0.01,0,0.288529924017
"534",3,3,37.6,28.7,1032.5,10,16,25.1,29.9,45,30.9,0,0,0.278561077196195
"535",7,3,38.5,21.7,1006.3,10,15.9,22.9,39,45,32,0.02,0,-1.1071086308958
"536",6,3,37.5,31.9,1012.6,10,7,9.9,12.87,45,30,0.07,0,1.32528999338079
