"","day","temp","visib","wdsp","fog","NUM_COLLISIONS"
"2071",7,58.6,10,13.2,0,-0.429227047081011
"2072",1,52,10,7.2,0,-1.6354575123985
"2073",1,61.3,4.4,9,1,-1.12704632453741
"2074",4,56.4,10,11.6,0,-0.698385911242765
"2075",1,59.1,6.9,7.2,1,-1.94449176384348
"2076",3,54.3,9.9,6.1,0,-0.279694344768925
"2077",4,63.8,9,11.2,0,0.587595328641172
"2078",3,64.4,6.5,8.3,1,1.24553921881435
"2079",5,59.7,8.1,21.4,0,0.836816499161315
"2080",3,63.8,4.6,6.8,1,-0.0902862551736166
"2081",4,64.8,9.3,8.7,1,0.477938013612309
"2082",6,55.5,3.6,26.1,0,0.0692152939592748
"2083",6,56,4.1,22.5,0,1.98323388355397
"2084",4,52.5,9.8,7.9,0,-0.409289353439399
"2085",2,57.7,7.1,6.5,1,-1.9843671511267
"2086",3,59.1,10,6.1,0,-0.588728596213902
"2087",7,55.5,10,6,0,-0.548853208930679
"2088",4,56.7,10,10.1,0,1.37513422748482
"2089",5,60.1,7.8,11.3,0,0.587595328641172
"2090",4,56.9,7.8,19.5,0,-2.1538375470804
"2091",3,51.1,10,12.1,0,1.36516538066402
"2092",6,56.2,10,15.4,0,1.42497846158885
"2093",6,62.2,9.8,14.7,0,1.96329618991236
"2094",7,62.4,6.7,5.5,0,-0.319569732052148
"2095",5,59.7,10,9.3,0,1.66423078528819
"2096",1,60.6,10,6.9,0,-0.708354758063571
"2097",3,59.4,10,8.4,0,-1.44604942280319
"2098",6,55.9,10,14.2,0,1.67419963210899
"2099",3,56.7,10,8.9,0,-0.499008974826651
"2100",5,59.6,9.9,7.3,0,1.57451116390094
"2101",3,63.2,10,8.2,0,0.976380354652595
"2102",5,65.8,10,6.5,0,-0.0902862551736166
"2103",3,55.1,9.9,7.7,0,0.398187239045863
"2104",3,47.9,10,9.8,0,1.21563267835193
"2105",3,54.3,10,10.1,0,1.39507192112643
"2106",4,51.5,9.9,9.3,0,0.587595328641172
"2107",1,46.1,10,13.7,0,-0.479071281185039
"2108",7,50.5,10,6.2,0,0.418124932687475
"2109",2,55.2,9.5,13.5,0,-0.399320506618594
"2110",1,56.2,10,19.2,0,-0.628603983497125
"2111",7,50.5,10,10.9,0,-0.130161642456839
"2112",7,52.9,8.1,8.1,0,-0.528915515289068
"2113",2,50.9,10,4.2,0,-1.47595596326561
"2114",2,52.3,10,12.9,0,0.9863492014734
"2115",1,58.3,10,9.4,0,-1.08717093725419
"2116",5,54.8,9.1,6,0,0.158934915346526
"2117",2,51.5,10,4.6,0,-1.58561327829447
"2118",1,57.6,10,13.1,0,-0.837949766734045
"2119",7,54.7,10,10.7,0,-0.837949766734045
"2120",1,48.5,9.1,11.8,0,-0.0603797147111995
"2121",1,57,9.7,6.9,0,-0.768167838988405
"2122",4,58.7,10,12.9,0,0.956442661010983
"2123",3,54.1,10,6,0,0.876691886444537
"2124",1,53.4,7.6,14.3,0,-1.31645441413272
"2125",5,45.3,10,14.2,0,1.63432424482577
"2126",4,44.7,10,14.9,0,1.06609997603985
"2127",2,27,10,15.4,0,1.10597536332307
"2128",7,30.2,10,12.6,0,0.238685689912972
"2129",7,42.1,10,13.9,0,0.0393087534968576
"2130",6,37,9.3,12.6,0,-1.54573789101125
"2131",4,39.9,9.7,13.8,0,1.32528999338079
"2132",1,41.5,10,14.2,0,-1.54573789101125
"2133",5,35,10,8,0,-0.538884362109874
"2134",3,37.5,10,11.7,0,1.3352588402016
"2135",7,37,10,10.7,0,-0.698385911242765
"2136",5,39,10,4.9,0,0.288529924017
"2137",2,41.7,10,8.2,0,-1.01738900950855
"2138",7,37.1,10,15.9,0,-0.867856307196462
"2139",3,43.5,10,3.9,0,-0.887794000838074
"2140",1,47,5.5,14.4,1,-0.698385911242765
"2141",6,40.8,10,6.9,0,-0.967544775404519
"2142",7,41.4,10,11.5,0,-0.628603983497125
"2143",1,38.1,10,5.6,0,-1.69527059332334
"2144",3,44.4,10,11.3,0,2.67108431418957
"2145",5,42.8,10,14.2,0,0.208779149450555
"2146",7,44.5,10,12.1,0,-0.399320506618594
"2147",4,39.6,10,4.3,0,1.17575729106871
"2148",3,48.2,9.2,7,0,0.956442661010983
"2149",2,44.6,10,18.9,0,0.258623383554583
"2150",2,43,10,12.4,0,0.35831185176264
"2151",2,48.8,10,9.2,0,0.996318048294206
"2152",1,30.5,10,18.3,0,-1.04729554997097
"2153",4,38,10,14.5,0,0.0791841407800805
"2154",3,46.1,10,12.3,0,0.477938013612309
"2155",6,43.8,9.9,15.6,0,2.14273543268686
"2156",2,46.7,10,5,0,0.976380354652595
"2157",5,46.6,8.9,10.1,0,2.11282889222445
"2158",6,49.3,9.8,11,0,0.21874799627136
"2159",5,48.3,10,8.7,0,1.02622458875662
"2160",7,50.1,6.6,12.3,0,0.926536120548566
"2161",7,47.3,9.6,9.9,0,-0.628603983497125
"2162",1,48.3,10,8.8,0,-1.41614288234078
"2163",2,47.4,9.6,18.8,0,0.996318048294206
"2164",6,46.2,9.4,5.6,0,1.02622458875662
"2165",5,58.9,10,10.4,0,1.46485384887207
"2166",6,60,5.2,13.9,0,1.46485384887207
"2167",7,59.7,5.4,19.2,0,0.56765763499956
"2168",6,47.1,10,13.7,0,0.826847652340509
"2169",5,57.8,7.1,11.4,0,0.467969166791503
"2170",4,57,9.7,7.4,0,0.727159184132452
"2171",4,56.5,6,5.2,1,-0.528915515289068
"2172",4,33.6,10,14.4,0,0.338374158121029
"2173",7,30.9,10,6.6,0,-2.04418023205154
"2174",3,37.7,10,15.1,0,1.65426193846738
"2175",2,40.5,10,15.4,0,1.48479154251369
"2176",6,40.5,10,20.1,0,-1.73514598060656
"2177",5,47.2,8.9,20.5,0,-2.24355716846765
"2178",2,42,10,13.9,0,0.587595328641172
"2179",1,43.5,6.3,32.8,0,-0.668479370780348
"2180",7,43.9,10,13.9,0,-0.558822055751485
"2181",7,39.7,10,18.4,0,-0.718323604884377
"2182",6,44.6,10,12.3,0,1.24553921881435
"2183",6,50.9,10,18,0,1.76391925349625
"2184",3,45.7,8.5,16.5,0,0.477938013612309
"2185",6,48.1,8.8,10.6,0,0.338374158121029
"2186",2,45.2,8.5,17.4,0,1.04616228239823
"2187",5,48.6,9.6,8.4,0,1.07606882286065
"2188",7,40.4,10,13.9,0,-0.708354758063571
"2189",5,38.7,10,11.1,0,-1.29651672049111
"2190",1,51.3,10,14.2,0,-0.808043226271628
"2191",5,50.4,10,11.8,0,1.97326503673317
"2192",4,47,9.7,16.7,0,0.627470715924395
"2193",5,50.1,10,10.8,0,-2.1538375470804
"2194",4,46.5,10,3.7,0,0.35831185176264
"2195",3,47.2,10,7.1,0,0.208779149450555
"2196",4,53.3,5.2,20,0,1.42497846158885
"2197",6,52.6,9.8,7.5,0,-1.18685940546224
"2198",5,52.5,7.3,11.5,0,0.378249545404252
"2199",1,53.2,10,9.1,0,-1.79495906153139
"2200",4,48,6.7,11.9,0,1.42497846158885
"2201",4,54.4,8,12.8,0,1.05613112921904
"2202",4,52.2,9.8,14.6,0,1.01625574193582
"2203",5,43.2,10,10.1,0,0.6374395627452
"2204",2,51.5,10,7.7,0,-1.17689055864144
"2205",6,52.5,7.9,11.7,0,0.418124932687475
"2206",3,51,9.5,8.2,1,-1.05726439679177
"2207",1,54.8,7.8,16.8,0,-0.259756651127314
"2208",2,48.2,9.6,4,0,-0.389351659797788
"2209",5,49.4,10,10.9,0,1.06609997603985
"2210",1,54.5,10,10.8,0,-0.798074379450822
"2211",2,54.8,4.5,15.5,0,1.22560152517274
"2212",3,56.8,2.1,12.1,1,0.796941111878092
"2213",2,52.1,6.5,9.5,0,0.667346103207618
"2214",4,50.6,10,6.7,0,0.0791841407800805
"2215",4,56.1,4,20.5,0,-0.688417064421959
"2216",4,51.6,8.8,4.6,1,-0.578759749393096
"2217",4,39.3,10,16.5,0,0.886660733265343
"2218",6,57,7.2,13.6,0,2.19257966679089
"2219",3,55.8,9.3,7.9,0,1.57451116390094
"2220",3,56.7,3.6,11.2,1,-0.000566633786365205
"2221",6,58.3,9.8,16.9,0,0.77700341823648
"2222",7,49,10,18.7,0,0.138997221704915
"2223",3,51.9,5.8,16.9,0,1.54460462343852
"2224",3,52.7,10,6.9,0,-0.608666289855514
"2225",5,52.1,9.9,11.1,0,0.318436464479418
"2226",7,48.8,10,14.3,0,-0.0205043274279766
"2227",6,54.9,10,16,0,0.657377256386812
"2228",1,47.7,10,9.9,0,-0.967544775404519
"2229",4,55.9,10,9.9,0,0.657377256386812
"2230",3,48.9,7.8,17.1,0,1.12591305696468
"2231",5,53.6,9.4,5.6,0,0.527782247716338
"2232",5,58.8,5.1,8.4,1,0.896629580086149
"2233",6,53.6,10,12.1,0,1.77388810031705
"2234",7,57.4,6.4,5.6,1,-0.479071281185039
"2235",6,62.3,6.3,18.2,0,1.10597536332307
"2236",7,53.6,9.3,13.9,0,0.138997221704915
"2237",6,58.7,3.4,7.7,1,1.76391925349625
"2238",3,53,9.8,12.5,0,1.10597536332307
"2239",2,62.2,7.4,11.8,1,0.826847652340509
"2240",2,39.5,10,11.2,0,0.477938013612309
"2241",1,35.8,10,5,0,-0.598697443034708
"2242",2,40.5,10,11.3,0,0.119059528063303
"2243",2,45.4,7.8,8.1,0,1.43494730840966
"2244",5,42.2,10,6,0,-1.70523944014414
"2245",7,35.3,10,10.2,0,-0.967544775404519
"2246",5,41.3,10,17.1,0,0.467969166791503
"2247",1,43.4,10,13.2,0,-1.32642326095352
"2248",5,43.3,10,13,0,0.477938013612309
"2249",4,43.9,10,11.3,0,1.13588190378549
"2250",3,37.9,10,10,0,0.49787570725392
"2251",7,47,6.8,6.3,1,-1.35632980141594
"2252",6,38.4,10,7.5,0,1.43494730840966
"2253",4,33.5,10,12.6,0,-0.0603797147111995
"2254",7,31.3,10,6.5,0,-1.19682825228305
"2255",3,46.5,10,5.4,1,1.02622458875662
"2256",7,50.1,10,7.8,0,-1.42611172916158
"2257",2,48.1,10,7.5,0,0.238685689912972
"2258",1,46.1,9.9,9.8,0,-2.21365062800523
"2259",7,47.8,10,7.9,0,0.268592230375389
"2260",1,48.9,9.9,12.2,0,-1.13701517135822
"2261",1,49.9,9,10.5,0,-0.668479370780348
"2262",1,47.6,10,14.3,0,-0.987482469046131
"2263",4,48.5,6,6,1,-0.379382812976982
"2264",1,48.9,6.8,7,1,-0.658510523959542
"2265",1,51,10,7.5,0,-1.19682825228305
"2266",1,50.2,7.5,13,0,-0.818012073092434
"2267",6,53,10,12.3,0,0.178872608988138
"2268",7,51.2,9.6,6.5,0,0.129028374884109
"2269",3,51.1,10,15.3,0,1.90348310898753
"2270",6,48.3,10,11.1,0,2.67108431418957
"2271",1,52.6,8.9,18.3,0,-1.73514598060656
"2272",2,45.4,10,12.8,0,0.418124932687475
"2273",4,54.2,8,13.5,0,1.74398155985463
"2274",7,53,8.8,18.8,0,0.56765763499956
"2275",2,55.9,5,13.5,1,0.119059528063303
"2276",6,23,9.7,13.1,0,-1.22673479274547
"2277",1,47.7,6.1,15.9,0,-1.15695286499983
"2278",5,41.8,8.6,13.8,0,-2.20368178118443
"2279",1,53.2,10,11,0,-1.26661018002869
"2280",3,54.4,8.2,6.4,1,0.557688788178755
"2281",7,61.4,6.9,10.9,0,-0.987482469046131
"2282",2,58.3,9.5,7.8,0,0.138997221704915
"2283",1,50.1,8.1,6.6,0,-1.67533289968172
"2284",4,52.9,4.1,12.6,1,1.30535229973918
"2285",7,47,10,7.2,0,-0.927669388121297
"2286",5,58.9,9.1,7.6,1,0.906598426906955
"2287",6,62.3,4.3,11.3,1,0.168903762167332
"2288",6,58.7,8.4,20.2,0,1.82373233442108
"2289",7,35,10,15.8,0,-1.33639210777433
"2290",6,31.2,10,8.7,0,-1.61551981875689
"2291",5,34,9.9,10.6,0,4.6449159847091
"2292",1,41.7,10,6.7,0,-1.2865478736703
"2293",4,37.1,10,12,0,2.07295350494122
"2294",5,24.9,10,19.2,0,-1.86474098927703
"2295",1,39.9,10,13.7,0,-0.987482469046131
"2296",1,49.4,8.8,12,0,-1.83483444881462
"2297",5,51.4,9.8,7.8,0,0.697252643670035
"2298",1,52.5,10,13,0,-1.24667248638708
"2299",5,40.1,9.4,14.9,0,-1.69527059332334
"2300",3,47,9.8,14,0,0.00940221303444051
"2301",2,54,10,8.3,0,0.188841455808943
"2302",2,47.1,10,15.9,0,-1.42611172916158
"2303",6,42.7,10,15.7,0,0.767034571415675
"2304",3,45.3,10,11.9,0,0.84678534598212
"2305",2,51.4,10,7.9,0,0.158934915346526
"2306",3,53.9,8.4,13.1,0,-0.0404420210695881
"2307",3,56.6,9.6,11.5,0,-1.58561327829447
"2308",4,51.5,9.9,10.5,0,0.158934915346526
"2309",3,54.8,8.6,9.9,0,1.41500961476805
"2310",1,57,9.9,8.7,0,-2.8616256713576
"2311",4,57.7,9.3,11.1,0,-0.449164740722622
"2312",7,52.2,7.5,19.1,0,0.0692152939592748
"2313",1,46.1,9.6,9.4,0,-1.456018269624
"2314",7,54.5,9.1,9.4,0,-0.907731694479685
"2315",5,58,7.6,11.1,0,0.966411507831789
"2316",2,54.4,9.6,10.8,0,0.687283796849229
"2317",4,57.9,8.4,13.7,0,0.966411507831789
"2318",4,29,9.3,17.5,0,-0.000566633786365205
"2319",7,41.7,10,12.9,0,-0.279694344768925
"2320",6,48.6,10,6.9,0,-1.43608057598239
"2321",4,44.8,9.1,10,0,-0.728292451705182
"2322",3,46.9,7.2,19.3,0,0.0991218344216919
"2323",2,38.8,10,21.2,0,0.84678534598212
"2324",4,42.9,10,3.2,0,0.288529924017
"2325",4,41,10,12.5,0,-0.259756651127314
"2326",3,46.5,8.4,7.5,0,0.308467617658612
"2327",2,48.4,3.6,21.7,0,1.43494730840966
"2328",6,36.8,10,15.8,0,0.77700341823648
"2329",6,43.7,9.7,11.1,0,0.547719941357949
"2330",7,43.5,10,9.4,0,0.298498770837806
"2331",5,45.7,9.8,16.1,0,0.35831185176264
"2332",6,42.8,5.5,19,0,1.20566383153113
"2333",3,46.2,10,4.4,0,1.32528999338079
"2334",2,47.5,9.7,9.2,0,1.59444885754255
"2335",3,43.8,8.5,9.7,0,1.52466692979691
"2336",6,18.2,10,17.8,0,1.92342080262914
"2337",6,24.2,10,13.5,0,0.9863492014734
"2338",4,21.9,10,11,0,-0.219881263844091
"2339",3,28.5,9.4,10.1,0,-1.33639210777433
"2340",1,29.7,10,8.6,0,-1.33639210777433
"2341",5,28.1,10,11.5,0,0.487906860433115
"2342",5,32.4,10,10.7,0,1.42497846158885
"2343",1,29.9,10,7.5,0,-0.768167838988405
"2344",1,41.4,9.8,7.1,0,-1.89464752973945
"2345",3,33.3,9.6,19.7,0,1.31532114655999
"2346",6,39,10,12.7,0,0.926536120548566
"2347",6,39.3,9.8,9.3,0,0.737128030953258
"2348",3,41.8,10,11.7,0,-0.459133587543428
"2349",6,37.9,10,6.2,0,2.41189429684862
"2350",2,36.4,10,10.2,0,-2.04418023205154
"2351",6,37.3,10,9.6,0,0.527782247716338
"2352",5,39.6,10,8.4,0,-0.0205043274279766
"2353",5,38.9,10,6.5,0,1.00628689511501
"2354",4,42.8,8.8,7.6,0,0.378249545404252
"2355",5,39.1,10,13.8,0,0.0791841407800805
"2356",5,38.6,9.6,5,0,2.06298465812042
"2357",1,38.2,10,14.6,0,-1.16692171182063
"2358",6,40.1,10,7.6,0,-1.50586250372803
"2359",1,38.4,10,6.8,0,-2.14386870025959
"2360",6,41,10,9,0,0.826847652340509
"2361",3,44,9.6,4.2,0,0.458000319970698
"2362",4,36.6,10,7.5,0,-0.469102434364234
"2363",6,38.3,10,14.2,0,-0.359445119335371
"2364",6,40.4,9.5,18.2,0,-0.160068182919257
"2365",1,43.2,6.9,7.8,0,-2.04418023205154
"2366",3,29.5,10,13.1,0,-0.558822055751485
"2367",3,40.1,9.3,7.9,0,1.46485384887207
"2368",3,42.8,10,12,0,-0.688417064421959
"2369",6,41.8,7.5,15,0,0.816878805519703
"2370",2,41.1,7.9,16.7,0,-2.65227988812068
"2371",7,39.3,9.9,10.4,0,-1.23670363956627
"2372",1,43.1,9.8,10.9,0,-1.78499021471059
"2373",2,44,7,7.1,1,-0.499008974826651
"2374",2,44.3,7.5,11.4,0,-0.0603797147111995
"2375",4,43.7,10,8.7,0,-0.239818957485702
"2376",6,38.7,9.8,10.3,0,1.60441770436335
"2377",7,43.8,10,15.1,0,-0.0703485615320052
"2378",6,42.5,8.3,7.4,0,0.747096877774063
"2379",3,42,10,10.2,0,1.04616228239823
"2380",4,48.6,8,8.8,1,-0.439195893901817
"2381",5,42.4,10,14.1,0,0.21874799627136
"2382",2,48.2,7.3,13.5,0,1.37513422748482
"2383",7,47.6,5.5,9,0,-0.0404420210695881
"2384",7,36.2,5.9,11.5,0,0.238685689912972
"2385",7,42.5,10,8,0,-0.239818957485702
"2386",3,44.7,4.8,14.7,1,-1.55570673783206
"2387",6,48.2,10,10,0,1.72404386621302
"2388",7,45.6,10,6.1,0,0.298498770837806
"2389",2,51,2.7,11.3,1,0.976380354652595
"2390",1,41.9,8,25,0,-1.05726439679177
"2391",1,34.6,10,8.4,0,-1.94449176384348
"2392",3,40.6,10,12.1,0,0.84678534598212
"2393",7,48.4,4.1,14.2,1,-0.997451315866936
"2394",2,42.5,8.8,14.1,0,-1.22673479274547
"2395",7,48.9,6.8,9.8,0,0.288529924017
"2396",4,26.9,9.9,7.5,0,-1.37626749505755
"2397",4,29.8,10,9.4,0,1.49476038933449
"2398",1,34,10,8.8,0,-1.42611172916158
"2399",6,32.7,9.7,6.7,0,1.20566383153113
"2400",3,34.8,10,7,0,1.19569498471032
"2401",7,27.9,10,11.5,0,0.527782247716338
"2402",1,31.8,10,8.7,0,-1.43608057598239
"2403",3,28.6,9,9.6,0,1.03619343557743
"2404",5,24.2,10,18.4,0,0.996318048294206
"2405",4,38.8,10,9.7,0,0.767034571415675
"2406",2,32,10,5.2,0,0.228716843092166
"2407",2,32.7,9.7,4.6,0,1.06609997603985
"2408",7,38.7,7.8,9.9,0,-0.608666289855514
"2409",7,38.2,10,8.3,0,-0.937638234942102
"2410",5,33.3,9.3,7.8,0,-1.70523944014414
"2411",3,38.4,8.8,13.4,0,-0.837949766734045
"2412",3,32,10,4.5,0,1.07606882286065
"2413",2,35.5,10,10.1,0,0.517813400895532
"2414",6,33.1,10,10,0,-1.22673479274547
"2415",5,31.1,10,11.7,0,-0.000566633786365205
"2416",4,35.4,8.7,13,0,1.01625574193582
"2417",2,35.4,10,19.6,0,-0.199943570202479
"2418",2,39.6,5.2,13,0,-0.808043226271628
"2419",4,39.8,9.8,6.4,0,-0.788105532630016
"2420",3,37.5,7.3,7.3,0,1.00628689511501
"2421",4,39.3,7.6,12.5,0,1.01625574193582
"2422",4,51.2,6.1,14.5,0,-0.299632038410537
"2423",1,45.4,8.5,6.2,1,-1.13701517135822
"2424",4,39.9,4.9,10.5,0,-0.209912417023285
"2425",5,43.1,9.9,11.5,0,0.0692152939592748
"2426",3,42.8,6.1,15.6,1,-0.658510523959542
"2427",2,40.9,9.3,18.5,0,-1.08717093725419
"2428",1,52.9,4.5,13.1,1,-0.808043226271628
"2429",4,53.6,2.3,9.1,1,0.557688788178755
"2430",5,43.4,10,10.2,0,0.936504967369372
"2431",2,53.2,7.4,9.8,0,0.448031473149892
"2432",5,48.9,8.8,9.7,0,1.45488500205127
"2433",6,50.4,5.3,17.6,1,1.82373233442108
"2434",2,52.6,6.7,7.9,1,0.378249545404252
"2435",4,47.9,8.4,8.6,0,0.49787570725392
"2436",6,46.4,10,12.9,0,0.906598426906955
"2437",5,51.1,9,9.3,0,0.687283796849229
"2438",1,49.8,2.5,13.2,1,-0.778136685809211
"2439",6,45.6,10,10.9,0,0.806909958698897
"2440",4,44.8,9.4,8.8,0,-0.977513622225325
"2441",5,53.5,6.4,13,1,0.238685689912972
"2442",3,48.7,5.8,19.6,0,0.458000319970698
"2443",4,51.3,7.9,15,0,0.517813400895532
"2444",3,42.5,9.9,14.9,0,0.119059528063303
"2445",7,48.3,4.1,13.3,1,-0.309600885231342
"2446",5,53.4,6.6,15.6,1,1.34522768702241
"2447",3,58,5.9,15,1,1.55457347025933
"2448",4,46.5,10,12.3,0,0.737128030953258
"2449",5,57.7,2.1,15.6,1,0.0393087534968576
"2450",6,56.1,4,4.4,1,-2.77190604997035
"2451",7,51.4,8.9,11.3,0,-2.03421138523073
"2452",5,35.9,10,5.9,0,-1.84480329563542
"2453",2,42.2,6.2,14.6,0,0.896629580086149
"2454",1,41.3,9.6,9.1,0,-0.887794000838074
"2455",2,44.8,4.3,20.5,0,-0.189974723381674
"2456",6,36.6,10,15.4,0,1.01625574193582
"2457",3,41.7,10,11.9,0,1.11594421014387
"2458",5,42.7,9.8,6.4,0,0.35831185176264
"2459",4,35.6,10,4.7,0,-3.34013031875628
"2460",4,31.6,10,7,0,0.527782247716338
"2461",2,37.9,9.5,6.6,0,1.91345195580833
"2462",1,40.4,10,12.5,0,-2.3332767898549
"2463",2,42.9,9.7,7.5,0,-0.329538578872954
"2464",2,40.9,10,7.7,0,0.84678534598212
"2465",1,42.6,10,6.1,0,-1.50586250372803
"2466",7,36.4,10,12.9,0,-0.329538578872954
"2467",2,35.4,10,11,0,-0.798074379450822
"2468",5,37.3,8.6,10.3,0,-0.568790902572291
"2469",5,40.8,9.5,19.3,0,0.697252643670035
"2470",7,44.1,8.2,10.7,0,-0.449164740722622
"2471",3,53.1,1.8,16,1,0.677314950028423
"2472",5,34.7,10,8.1,0,-0.170037029740062
"2473",5,30.9,10,6.4,0,0.866723039623732
"2474",4,32.3,8.9,9.3,0,0.318436464479418
"2475",7,36.9,9.9,9.8,0,-0.0504108678903938
"2476",4,31.8,10,11.1,0,-0.847918613554851
"2477",7,28.2,10,12.8,0,-0.439195893901817
"2478",5,28.2,8.1,12.6,0,2.83058586332246
"2479",3,35.6,10,10,0,-2.70212412222471
"2480",7,33.3,10,5.2,0,-0.788105532630016
"2481",2,35.2,9.5,4.9,0,-0.189974723381674
"2482",4,26.2,9.7,12.5,0,-3.40991224650192
"2483",2,48.7,3.5,6.7,1,1.07606882286065
"2484",6,50.6,3,8.4,1,1.59444885754255
"2485",7,42.1,10,16.7,0,0.248654536733778
"2486",4,50.7,2.1,10.2,1,-0.798074379450822
"2487",7,39.7,7.8,11.8,0,-0.319569732052148
"2488",2,49.5,9.4,14.3,0,0.129028374884109
"2489",2,50.8,8,9.2,0,0.687283796849229
"2490",1,51.9,2.1,15.2,1,-0.937638234942102
"2491",3,47.4,7.8,11.3,0,0.188841455808943
"2492",6,52.2,6.1,5.8,1,0.946473814190178
"2493",3,54.8,4.4,11.3,1,0.996318048294206
"2494",6,44.8,10,10.4,0,-1.52580019736964
"2495",5,53.1,4.1,15.1,1,-2.95134529274486
"2496",1,47.7,8,19.8,1,-0.957575928583714
"2497",2,35.3,9.9,14.1,0,1.22560152517274
"2498",1,39,10,10.9,0,-1.59558212511528
"2499",7,16.7,9.3,10.5,0,-0.339507425693759
"2500",1,21,4.9,10.5,0,-1.36629864823675
"2501",6,13.7,9.5,11,0,-0.0105354806071709
"2502",6,25.1,9.3,6.3,0,3.98697209453592
"2503",1,40,5.8,18.9,0,-1.48592481008642
"2504",2,40.8,6.8,11.2,0,0.398187239045863
"2505",5,15.3,10,17.5,0,0.0991218344216919
"2506",3,39.9,5.2,18.6,0,0.208779149450555
"2507",7,44.5,9,9.1,0,-2.43296525806296
"2508",7,52.7,3.1,16.5,1,-0.219881263844091
"2509",6,38,9.8,11,0,1.05613112921904
"2510",2,38.4,9.8,7.9,0,1.25550806563515
"2511",6,37,10,8.2,0,0.876691886444537
"2512",5,34.9,10,10.7,0,0.816878805519703
"2513",1,36.7,10,7.5,0,-1.89464752973945
"2514",1,39,9,12.3,0,-0.857887460375656
"2515",4,31.8,9.9,12.8,0,0.0592464471384691
"2516",7,35.8,10,14.1,0,-1.33639210777433
"2517",5,29.8,8.8,13.8,1,1.49476038933449
"2518",3,32.1,10,11.9,0,-1.29651672049111
"2519",4,41.2,9.8,8.2,0,0.896629580086149
"2520",7,38.3,9.9,5.7,0,0.0193710598552462
"2521",1,38.5,10,14,0,-0.987482469046131
"2522",6,54.2,2.4,11.3,1,1.67419963210899
"2523",4,53.5,3.9,8.3,1,2.05301581129961
"2524",1,53.6,8.1,7.5,0,-0.499008974826651
"2525",7,55,8.1,9.8,0,-0.209912417023285
"2526",2,37.8,9.9,5.8,0,1.20566383153113
"2527",6,28.1,9.9,12.7,0,0.956442661010983
"2528",7,26.9,8.1,10.7,0,0.906598426906955
"2529",7,30.9,8,12.4,0,0.617501869103589
"2530",1,27.6,10,10.1,0,-0.518946668468262
"2531",2,32,10,12.5,0,0.408156085866669
"2532",5,43.4,8.3,7.4,1,-0.259756651127314
"2533",7,43.7,10,7.4,0,-1.92455407020187
"2534",1,43.8,8.4,15.2,0,0.228716843092166
"2535",1,47,9.5,10.7,0,-2.49277833898779
"2536",2,41.2,9.9,8.4,0,-1.87470983609784
"2537",1,36.7,10,11.6,0,-0.937638234942102
"2538",3,38.8,6.7,9.1,1,-0.598697443034708
"2539",7,46.1,5.7,6.8,1,0.288529924017
"2540",3,47.4,6.6,11.1,0,1.32528999338079
"2541",4,32.8,9.2,17.6,0,1.09600651650226
"2542",3,42.6,9.7,10,0,0.876691886444537
"2543",3,44.9,9.3,10.3,0,0.577626481820366
"2544",4,44.3,9.9,14.9,0,1.00628689511501
"2545",3,49.8,4.4,17.5,1,-0.299632038410537
"2546",1,41.9,8.8,12.9,0,-1.29651672049111
"2547",2,43.6,6.5,14.2,0,0.657377256386812
"2548",4,39.1,10,9.8,0,-0.528915515289068
"2549",7,45.6,3.2,10.6,1,-0.339507425693759
"2550",3,39.7,9.8,9.7,0,0.308467617658612
"2551",1,46,5.1,12.2,1,-0.409289353439399
